SRA_Run,biosample,geo_loc_name,marine_region,geographic_location(region_and_locality),lat_lon,geographic_location(latitude),geographic_location(longitude),geographic_location(depth),latitude_start,latitude_end,longitude_start,longitude_end,submission
SRR11829352,SRS6694374,,,USA: Washington,47.6215 N 122.2558 W,,,,,,,,JGI; 2020-03-31
SRR10090633,SAMN12719751,,,,,,,,,,,,"DiRuggiero, Biology, The Johns Hopkins Univeristy, Diego Gelsinger; 2019-09-09"
ERR908629,SAMEA3445037,,,Pacific Ocean,,45.922741,-129.988104,1520,,,,,EBI; 2015-08-05
SRR4835074,SRS1777003,,,Brazil:Amazon River,1.31162 S 48.55077 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2016-10-28"
ERR3586692,SAMEA4398426,,[AO] Arctic Ocean (MRGID:1906),,,,,,61.5754,61.5128,-55.9846,-55.9886,EBI; 2016-10-29
SRR5435243,SAMN06264339,,,"USA: Lake Washington, Seattle, WA",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-01-25
SRR5834030,SAMN06265117,,,"USA:Trout Bog, Vilas County, Wisconsin",46.041 N 89.686 W,,,,,,,,JGI; 2017-01-25
ERR1712196,ERS488924,,,,"(latituden=18.5839, longitudee=66.4727)",,,,18.5839,18.5679,66.4727,66.4581,EBI; 2015-05-06
SRR6342610,SRS2732275,,,USA:Texas,29.635 N 93.6417 W,,,,,,,,"Mount Allison University, Andrew Irwin; 2017-12-01"
SRR7976252,SRS3887471,,,"USA: Emeryville, California",37.8300 N 122.2900 W,,,,,,,,JGI; 2018-03-22
ERR1712001,SAMEA2657102,,,,"(latituden=-30.1403, longitudee=-43.2641)",,,,-30.1403,-30.1443,-43.2641,-43.2559,EBI; 2014-07-17
SRR7963259,SAMN09094163,,,USA: Oregon,46.1812 N 123.1834 W,,,,,,,,JGI; 2018-05-08
SRR6399943,SAMN08216222,,,"China:NA,Hangzhou",30.163287 N 120.19929 E,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7523336,SAMN09631103,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR8237767,SRS4072712,,,"USA: Cedar Creek Ecosystem Science Reserve, East Bethel, Minnesota",45.4036 N 93.1889 W,,,,,,,,JGI; 2018-05-08
ERR3013234,SAMEA5186856,,,,,,,,,,,,EBI; 2019-08-08
ERR1712079,ERS490572,,"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)",,"(latituden=-20.9514, longitudee=-35.2273)",,,,-20.9514,-20.9554,-35.2273,-35.2366,EBI; 2014-07-17
SRR11967412,SRS6809756,,,Southern Ocean,77.619 S 165.413 E,,,,,,,,"J. Craig Venter Institute, Andrew Allen; 2020-06-06"
SRR6714253,SAMN08517528,,,Sweden:Kalmar,56.658972 N 16.365642 E,,,,,,,,"Linnaeus University, Gaofeng Ni; 2018-02-12"
SRR2089121,SRS970976,,,Canada: Southwestern British Columbia,49 N 123 W,,,,,,,,"The University of British Columbia, Anamaria Crisan; 2015-06-24"
SRR8787024,SRS4538865,,,Pacific Ocean,18.698 N 154.5297 W,,,,,,,,"Columbia University, Matthew Harke; 2019-03-26"
SRR9607989,SAMN12129194,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
ERR1719504,ERS490172,,(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806),,"(latituden=-34.8901, longitudee=18.0459)",,,,-34.8901,-34.8477,18.0459,18.1136,EBI; 2014-07-17
SRR6255746,SRS2660886,,,USA: Illinois,40.1191 N 88.1952 W,,,,,,,,JGI; 2017-09-11
SRR6820505,SAMN08667630,,,"Norway: Aas, norwegian university of life sciences",59.6 N 10.8 E,,,,,,,,"Norwegian University of Life Science, Benoit Kunath; 2018-03-09"
SRR6201737,SRS2617858,,,"USA:Moab, Utah",38.714694 N 109.692944 W,,,,,,,,JGI; 2017-01-25
SRR6349880,SRS2736681,,,"Australia: Avon, South Australia",34.23288 S 138.30948 E,,,,,,,,"Department of Economic Development, Jobs, Transport and Resources, Helen Hayden; 2017-12-03"
ERR4007726,ERS4063640,,Red Sea,,,,,,29.5021,,34.9167,,EBI; 2020-05-01
SRR3933432,SRS1572515,,,Canada:Atlantic,47.000 N 48.288 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
SRR11450578,SAMN14480282,,,"China: Hunan, Shuikoushan",,,,,,,,,"Georgia Institute of Technology, Si-Yu Zhang; 2020-03-28"
SRR8549882,SRS4343033,,,Norway: Oslo,59.9992 N 10.7901 E,,,,,,,,JGI; 2019-02-01
SRR3473036,SAMN04934605,,,Pacific Ocean: California Current System,35.93452 N 121.7337 W,,,,,,,,"University of North Carolina at Chapel Hill, Robert Lampe; 2016-05-03"
ERR3170093,SAMEA5366176,,,Denmark,,56.469698,10.037277,,,,,,EBI; 2019-04-01
SRR7523247,SAMN09631191,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR5947151,SAMN07507697,,,China:farm,30.67 N 104.13 E,,,,,,,,"Chengdu Institue of Biology,CAS, Min Wang; 2017-08-14"
ERR1711989,ERS493066,,(search radius=5 degrees) Marine Ecoregion:Line Islands (MRGID:21839),,"(latituden=0.0193, longitudee=-153.7487)",,,,0.0193,0.0196,-153.7487,-153.7588,EBI; 2016-10-29
SRR5204526,SRS1941075,,,"USA:Monterey Bay, California, USA",36.25 N 122.2099 W,,,,,,,,JGI; 2017-01-25
ERR3587156,SAMEA2620217,,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),,"(latituden=14.5536, longitudee=70.0128)",,,,14.5536,14.5375,70.0128,70.0244,EBI; 2014-09-13
SRR8286549,SRS4111509,,,Atlantic Ocean: Sargasso Sea,27.4282 N 76.4374 W,,,,,,,,"University of North Carolina at Chapel Hill, Robert Lampe; 2018-12-05"
SRR5818293,SRS2347756,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
ERR1078719,ERS905004,,,France,,,,,,,,,EBI; 2016-04-09
SRR3939244,SAMN05426717,,,Pacific Ocean: California Current System,38.26 N 123.96 W,,,,,,,,"University of North Carolina at Chapel Hill, Natalie Cohen; 2016-07-21"
SRR2089096,SAMN03792263,,,Canada: Southwestern British Columbia,49 N 123 W,,,,,,,,"The University of British Columbia, Anamaria Crisan; 2015-06-24"
SRR6006838,SRS2492699,,,Bahamas: Highbourne Cay,24.72 N 76.82 W,,,,,,,,"University of Florida, Jamie Foster; 2017-08-24"
SRR8554366,SRS4347090,,,USA: Wisconsin,44.11 N 88.23 W,,,,,,,,JGI; 2019-02-01
SRR5200665,SAMN06264124,,,Sweden: Coastal Baltic Sea sediment,57.89297088 N 16.58553428 E,,,,,,,,"Linnaeus University, Elias Broman; 2017-01-25"
SRR9607921,SAMN12129234,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
SRR7182488,SRS3315475,,,"USA: Ohio, western Lake Erie, NOAA Station WE2",41.76444444 N 83.33222222 W,,,,,,,,"University of Michigan, Derek Smith; 2018-05-09"
SRR5839377,SAMN06265817,,,Canada: Quebec,48.2311 N 71.2508 W,,,,,,,,JGI; 2017-01-25
SRR8797646,SRS4328501,,,"USA: Pensacola Municipal Beach, FL",30.32 N 87.17 W,,,,,,,,"Georgia Institute of Technology, Will Overholt; 2019-02-05"
SRR9860472,SAMN12392205,,,"USA: Gulf of Mexico, Flower Garden Banks Marine Sancutary",27.8903 N 94.0365 W,,,,,,,,"Texas A&M University, Shawn Doyle; 2019-07-29"
SRR6824979,SRS3034915,,,USA: Georgia,31.9720 N 81.0280 W,,,,,,,,JGI; 2017-09-11
SRR7523283,SRS3547848,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR1276198,SRS604153,,,missing,,,,,,,,,"Duke Univ, Hui Liao; 2014-05-07"
ERR1719363,ERS493626,,,,"(latituden=17.0149, longitudee=-118.9173)",,,,17.0149,17.0109,-118.9173,-118.9186,EBI; 2016-11-11
SRR5208441,SAMN06264586,,,"Canada:Laval, Canada",45.5400 N 73.7200 W,,,,,,,,JGI; 2017-01-25
SRR10748805,SRS5869707,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",26.49667 N 158.48617 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
ERR3586965,ERS488988,,(search radius=5 degrees) Marine Ecoregion:Western India (MRGID:22017),,"(latituden=17.4814, longitudee=67.9947)",,,,17.4814,17.4822,67.9947,67.8938,EBI; 2019-10-10
ERR1719291,SAMEA2657009,,,,"(latituden=-31.0536, longitudee=4.6742)",,,,-31.0536,-31.0509,4.6742,4.6756,EBI; 2014-07-17
SRR9860468,SRS5178307,,,"USA: Gulf of Mexico, TABS Bouy R",29.635 N 93.642 W,,,,,,,,"Texas A&M University, Shawn Doyle; 2019-07-29"
SRR6214539,SRS2627965,,,Canada: British Columbia,48.7299 N 123.5699 W,,,,,,,,JGI; 2017-01-25
ERR1712100,ERS489933,,,,"(latituden=-29.5019, longitudee=37.9889)",,,,-29.5019,-29.5023,37.9889,37.9965,EBI; 2014-07-17
SRR9005082,SAMN11511889,,,USA: Washington,47.6519 N 122.3113 W,,,,,,,,JGI; 2019-04-25
SRR5830092,SRS2357626,,,USA: Chesapeake Bay,39.2637 N 76.0017 W,,,,,,,,JGI; 2017-01-25
SRR9607922,SRS5032662,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
SRR3720201,SRS1525902,,,missing,48.6000 N 123.5000 W,,,,,,,,JGI; 2016-06-09
SRR5434042,SRS2112736,,,"USA: Lake Washington, Seattle, WA",48.3807 N 122.1599 W,,,,,,,,JGI; 2017-01-25
ERR3322285,SAMEA5564709,,,Sweden,,56°55.851,17°03.640,2,,,,,EBI; 2020-07-29
SRR10080830,SAMN12709314,,,Canada: Steepbank River Alberta,56.98 N 111.32 W,,,,,,,,"Environment and Climate Change Canada, Thomas Reid; 2019-09-06"
SRR5207637,SRS1942901,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
SRR5208220,SRS1943387,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
SRR8550920,SRS4344100,,,USA: California,33.7417 N 117.7042 W,,,,,,,,JGI; 2019-02-01
SRR1011422,SRS498523,,,,,,,,,,,,"Cornell University, Erin Eggleston; 2013-09-11"
SRR6399635,SRS2776414,,,"USA:california,Palo Alto",37.40988969 N 122.1593497 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR7523436,SRS3547717,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
ERR1712213,SAMEA2620205,,(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777),,"(latituden=14.6059, longitudee=69.9776)",,,,14.6059,14.5,69.9776,70,EBI; 2014-07-17
SRR5868322,SAMN07414557,,,"Canada: St-Claude municipality, Quebec",45.68 N 72.00 W,,,,,,,,"INRS- Armand Frappier, Mondher Khdhiri; 2017-07-25"
SRR1781711,SRS832340,,,Brazil: Amazon River,2.484383 S 55.007500 W,,,,,,,,"University of Georgia, Brandon Satinsky; 2014-12-04"
SRR9002409,SRS4714071,,,Austria: Klosterneuburg,48.3000 N 16.2000 E,,,,,,,,JGI; 2018-05-08
SRR10849749,SRS5959843,,,USA: West Virginia,39.6475 N 79.9369 W,,,,,,,,JGI; 2019-09-22
ERR2497750,ERS2366917,,,Baltic Sea,,65.446,23.2973,,,,,,EBI; 2018-04-08
SRR5818912,SRS2348160,,,"USA: Angelo Coastal Reserve, California",39.7181 N 123.6527 W,,,,,,,,JGI; 2017-01-25
SRR4308223,SAMN05817819,,,not applicable,40.0583 N 74.4057 W,,,,,,,,"University of Illinois at Urbana-Champaign, Yujie Men; 2016-09-23"
SRR9607903,SAMN12129222,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
ERR1719364,SAMEA2622914,,(search radius=5 degrees) Marine Ecoregion:Line Islands (MRGID:21839),,"(latituden=0.0003, longitudee=-153.6759)",,,,0.0003,0.0095,-153.6759,-153.7143,EBI; 2015-05-06
SRR6808582,SRS3021368,,,missing,,,,,,,,,"Shandong University, Dashuai Mu; 2018-01-31"
SRR3322113,SAMN04549199,,,"USA: Quantuck Bay, NY",40.806395 N 72.621002 W,,,,,,,,"James Madison University, Louie Wurch; 2016-03-13"
ERR3586939,SAMEA2620626,,"(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)",,"(latituden=-12.807, longitudee=45.2247)",,,,-12.807,-12.7907,45.2247,45.2482,EBI; 2019-10-10
SRR7153015,SRS3288918,,,Sweden: Stordalen mire,68.3533 N 19.0476 E,,,,,,,,"Australian Centre for Ecogenomics, The University of Queensland, Ben Woodcroft; 2017-05-15"
SRR3933420,SRS1572596,,,Canada:Atlantic,43.858 N 60.157 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
SRR3933542,SAMN05416865,,,Canada:Atlantic,47.000 N 48.471 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2016-07-19"
ERR1719358,ERS492313,,"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Guayaquil (MRGID:21974)",,"(latituden=-1.8155, longitudee=-84.629)",,,,-1.8155,-1.7942,-84.629,-84.632,EBI; 2016-11-11
SRR7072203,SAMN08991394,,,missing,,,,,,,,,"Chinese Academy of Agricultural Sciences, Wensheng Fang; 2018-04-27"
SRR10748749,SRS5869757,,,"Pacific Ocean: North Pacific Gyre, Station ALOHA",24.73033 N 158.48917 W,,,,,,,,"University of Hawaii, John Eppley; 2019-12-19"
SRR5057836,SRS1821165,,,Austria: Lunz,47.852349 N 15.065505 E,,,,,,,,"University of Greifswald, Tim Urich; 2016-11-21"
SRR10416377,GSM4152239,,,,,,,,,,,,"Lehrstuhl Ökologische Mikrobiologie (ÖMIK), Universitaet Bayreuth, Tillmann Lueders; 2019-11-07"
SRR1578879,SRS703906,,,"Bahamas: Highborne Cay, Bahamas",24.72 N 76.82 W,,,,,,,,"University of Florida, Jennifer Mobberley; 2014-09-18"
ERR4230062,SAMEA6873516,,Pacific Ocean,,,,,,45.9332,45.9332,-129.9822,-129.9822,EBI; 2020-08-05
SRR5208105,SRS1943280,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
SRR7080225,SAMN08777140,,,USA: Pennsylvania,41.1752 N 78.4168 W,,,,,,,,JGI; 2018-03-22
SRR6820501,SAMN08667627,,,"Norway: Aas, norwegian university of life sciences",59.6 N 10.8 E,,,,,,,,"Norwegian University of Life Science, Benoit Kunath; 2018-03-09"
SRR3882729,SRS1554457,,,USA:North Pacific,48.575 N 125.5 W,,,,,,,,"University of Washington, Bryndan Durham; 2016-07-11"
SRR7609846,SAMN09202118,,,USA: California,36.8313 N 121.9047 W,,,,,,,,JGI; 2018-05-11
SRR8776941,SRS4509376,,,Ireland,,,,,,,,,"University College Dublin, Yu Cao; 2019-03-19"
SRR6820529,SAMN08667631,,,"Norway: Aas, norwegian university of life sciences",59.6 N 10.8 E,,,,,,,,"Norwegian University of Life Science, Benoit Kunath; 2018-03-09"
SRR7970054,SRS3882419,,,Antarctica:Arthur Harbor,64.78205 S 64.07934 W,,,,,,,,"UC San Diego, Jeff Bowman; 2018-10-05"
SRR6324962,SRS2716276,,,Canada: Varennes,45.700921 N 73.430375 W,,,,,,,,"Institut National de la Recherche Scientifique, Etienne Yergeau; 2017-11-24"
SRR6371230,SRS2754327,,,Antarctica: Livingston Island,62.6653889 S 60.39522 W,,,,,,,,"University of Cologne, Martin Rippin; 2017-12-12"
SRR7870787,SRS3795572,,,Netherlands:Wageningen,51.9692 N 5.6654 E,,,,,,,,"Wageningen University & Research, Anna Alekseeva; 2018-09-18"
SRR8554651,SAMN10866145,,,"Finland: Risofladan, Vaasa",63.0472 N 21.7116 E,,,,,,,,JGI; 2019-02-01
SRR8608044,SAMN10964567,,,not applicable,,,,,,,,,"INRA, Eric Dugat-Bony; 2019-02-19"
SRR6399661,SAMN08216005,,,"USA:maryland,Bethesda",38.99791635 N 77.09885595 W,,,,,,,,"Stanford University, Chao Jiang; 2017-12-20"
SRR5210997,SAMN06267454,,,"USA: Wyoming, Yellowstone National Park",44.963 N 110.715 W,,,,,,,,JGI; 2017-01-25
SRR8438344,SRS4248125,,,USA: Louisiana,29.8571 N 89.9778 W,,,,,,,,JGI; 2018-10-30
SRR4897339,SAMN05957988,,,China,,,,,,,,,"Tianjin University, Haiya Zhang; 2016-10-31"
SRR8776940,SRS4509375,,,Ireland,,,,,,,,,"University College Dublin, Yu Cao; 2019-03-19"
SRR7523268,SRS3547845,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR3719365,SRS1525408,,,missing,48.7299 N 123.5699 W,,,,,,,,JGI; 2016-06-13
SRR8549418,SRS4342585,,,Norway: Oslo,59.9989 N 10.7903 E,,,,,,,,JGI; 2019-02-01
ERR3586942,ERS490377,,,,"(latituden=-20.4075, longitudee=-3.1641)",,,,-20.4075,-20.3356,-3.1641,-3.2659,EBI; 2019-10-10
SRR7523445,SAMN09631335,,,Canada:British Columbia,53.801963 N 128.832635 W,,,,,,,,"National Research Council Canada, Julien Tremblay; 2018-07-09"
SRR2089058,SRS971033,,,Canada: Southwestern British Columbia,49 N 123 W,,,,,,,,"The University of British Columbia, Anamaria Crisan; 2015-06-24"
SRR6281436,SAMN08012629,,,USA: New York,42.618192 N 76.878926 W,,,,,,,,"Cornell University, Ian Hewson; 2017-11-10"
SRR7842618,SAMN09209282,,,China: Hong Kong,22.28 N 114.13 E,,,,,,,,"The University Hong Kong, Yulin Wang; 2018-05-15"
SRR9860485,SRS5178288,,,"USA: Gulf of Mexico, TABS Bouy R",29.635 N 93.642 W,,,,,,,,"Texas A&M University, Shawn Doyle; 2019-07-29"
SRR5252281,SAMN06268230,,,"USA:Hopland, California, USA",38.97364 N 123.117453 W,,,,,,,,JGI; 2017-01-25
SRR5270434,SAMN06339517,,,Atlantic Ocean: Sargasso Sea,16.46 N 55.44 W,,,,,,,,"Columbia University, Monica Rouco Molina; 2017-02-15"
SRR7004603,SRS3168884,,,Czech Republic: South Bohemian Region,49.0440 N 13.6170 E,,,,,,,,JGI; 2018-03-22
SRR5208114,SAMN06267441,,,"USA: Wyoming, Yellowstone National Park",44.539 N 110.798 W,,,,,,,,JGI; 2017-01-25
SRR9608045,SRS5032592,,,"USA:Connecticut,Groton",41.30 N 72.06 W,,,,,,,,"Smith College, Jean-David Grattepanche; 2019-06-24"
SRR11829514,SRS6694526,,,USA: Washington,47.6215 N 122.2558 W,,,,,,,,JGI; 2020-03-31
SRR5839143,SRS2364851,,,Canada: Quebec,45.4091 N 72.0994 W,,,,,,,,JGI; 2017-01-25
SRR7597221,SRS3194589,,,Australia: NSW,33.992034 S 151.232282 E,,,,,,,,knapier@ccg.murdoch.edu.au's shared submissions; 2018-04-19
SRR9860486,SRS5178287,,,"USA: Gulf of Mexico, TABS Bouy R",29.635 N 93.642 W,,,,,,,,"Texas A&M University, Shawn Doyle; 2019-07-29"
SRR9189182,SRS4870558,,,Canada: Ontario,42.03 N 82.74 W,,,,,,,,"University of Windsor, Danielle VanMensel; 2018-07-30"
SRR8445154,SRS4253962,,,USA: Iowa,42 N 93 W,,,,,,,,JGI; 2018-10-30
SRR6217786,SAMN06268831,,,Pacific Ocean,25.2939 S 179.3141 W,,,,,,,,JGI; 2017-01-25
