group	evalue
Clstr079	Clstr074	5.02e-15
Clstr079	Clstr083	9.14e-06
Clstr079	Clstr084	4.145e-08
Clstr079	Clstr090	6.09e-14
Clstr079	Clstr091	1.945e-22
Clstr079	Clstr095	1.1e-11
Clstr079	Clstr127	1.12e-12
Clstr079	Clstr142	5.01e-16
Clstr079	Clstr182	4.61e-09
Clstr079	Clstr217	0.000177
Clstr079	Clstr221	4.11e-05
Clstr079	Clstr230	6.42e-06
Clstr079	Clstr300	1.34e-08
Clstr079	Clstr323	5.655e-16
Clstr079	Clstr367	1.4e-09
Clstr079	Clstr436	2.905e-06
Clstr079	Clstr449	0.0001143
Clstr079	Clstr503	0.000541
Clstr079	Clstr612	2.78e-08
Clstr079	Clstr617	5.7e-20
Clstr080	Clstr076	4.55e-09
Clstr080	Clstr131	0.001
Clstr080	Clstr260	0.000801
Clstr080	Clstr477	1.5e-11
Clstr080	Clstr572	0.001
Clstr080	Clstr630	0.001
Clstr080	Clstr639	0.001
Clstr081	Clstr232	0.001
Clstr081	Clstr529	9.655e-15
Clstr081	Clstr574	0.001
Clstr082	Clstr041	0.000488
Clstr082	Clstr048	0.0008695
Clstr082	Clstr058	0.001
Clstr082	Clstr075	0.001
Clstr082	Clstr097	5.22e-05
Clstr082	Clstr116	0.001
Clstr082	Clstr173	0.001
Clstr082	Clstr184	0.000113
Clstr082	Clstr188	0.001
Clstr082	Clstr219	0.0003165
Clstr082	Clstr220	1.98e-05
Clstr082	Clstr276	0.0004895
Clstr082	Clstr299	7e-05
Clstr082	Clstr321	0.000105
Clstr082	Clstr338	0.000214
Clstr082	Clstr363	0.00015
Clstr082	Clstr406	0.000657
Clstr082	Clstr424	6.025e-05
Clstr082	Clstr442	4.53e-05
Clstr082	Clstr457	0.0006315
Clstr082	Clstr486	2e-04
Clstr082	Clstr500	3.065e-05
Clstr082	Clstr513	0.000242
Clstr082	Clstr518	0.001
Clstr082	Clstr550	2.83e-06
Clstr082	Clstr558	0.001
Clstr082	Clstr593	0.001
Clstr082	Clstr597	0.000163
Clstr082	Clstr608	0.000716
Clstr082	Clstr611	9.82e-06
Clstr082	Clstr650	0.000768
Clstr082	Clstr694	0.001
Clstr083	Clstr018	2.39e-05
Clstr083	Clstr025	6.97e-15
Clstr083	Clstr035	6.31e-10
Clstr083	Clstr039	2.32e-07
Clstr083	Clstr054	5.38e-05
Clstr083	Clstr066	3.74e-07
Clstr083	Clstr074	9.11e-05
Clstr083	Clstr079	8.825e-06
Clstr083	Clstr084	1.185e-19
Clstr083	Clstr090	0.000138
Clstr083	Clstr091	0.000115
Clstr083	Clstr095	1.22e-05
Clstr083	Clstr127	1.39e-05
Clstr083	Clstr142	2.39e-06
Clstr083	Clstr161	0.00054
Clstr083	Clstr182	4.25e-08
Clstr083	Clstr217	1.935e-14
Clstr083	Clstr221	5.255e-05
Clstr083	Clstr230	2.38e-26
Clstr083	Clstr300	2.74e-05
Clstr083	Clstr323	2e-04
Clstr083	Clstr367	4.32e-09
Clstr083	Clstr436	3.57e-08
Clstr083	Clstr449	6.53e-07
Clstr083	Clstr503	7.29e-07
Clstr083	Clstr617	4.015e-07
Clstr084	Clstr018	5.65e-05
Clstr084	Clstr025	1.17e-19
Clstr084	Clstr035	1.965e-10
Clstr084	Clstr039	1.12e-07
Clstr084	Clstr054	0.000112
Clstr084	Clstr066	1.53e-07
Clstr084	Clstr074	2.13e-07
Clstr084	Clstr079	6.06e-08
Clstr084	Clstr083	1.55e-19
Clstr084	Clstr090	3.175e-07
Clstr084	Clstr091	1.08e-06
Clstr084	Clstr095	2.36e-05
Clstr084	Clstr127	7.17e-06
Clstr084	Clstr142	3.17e-09
Clstr084	Clstr182	1.065e-07
Clstr084	Clstr217	3.09e-19
Clstr084	Clstr221	9.655e-05
Clstr084	Clstr230	6.62e-36
Clstr084	Clstr300	2.95e-07
Clstr084	Clstr323	1.74e-06
Clstr084	Clstr367	5.62e-10
Clstr084	Clstr436	1.03e-09
Clstr084	Clstr449	1.22e-07
Clstr084	Clstr503	1.52e-06
Clstr084	Clstr617	5.455e-09
Clstr085	Clstr014	3.58e-05
Clstr085	Clstr019	2.98e-05
Clstr085	Clstr024	9.62e-06
Clstr085	Clstr029	4.775e-14
Clstr085	Clstr086	2.9e-05
Clstr085	Clstr108	0.000687
Clstr085	Clstr113	5.61e-05
Clstr085	Clstr122	1.55e-05
Clstr085	Clstr265	3.035e-11
Clstr085	Clstr279	0.001
Clstr085	Clstr281	1.88e-11
Clstr085	Clstr476	0.0005575
Clstr085	Clstr588	8.38e-08
Clstr086	Clstr008	8.04e-07
Clstr086	Clstr010	0.000329
Clstr086	Clstr014	3.785e-13
Clstr086	Clstr019	4.31e-13
Clstr086	Clstr024	1.265e-10
Clstr086	Clstr029	3.175e-06
Clstr086	Clstr085	2.57e-05
Clstr086	Clstr108	1e-06
Clstr086	Clstr113	1.77e-10
Clstr086	Clstr122	3.32e-15
Clstr086	Clstr279	3.22e-07
Clstr086	Clstr330	0.000162
Clstr086	Clstr476	2.14e-09
Clstr086	Clstr588	0.00057
Clstr086	Clstr670	2.955e-07
Clstr086	Clstr674	9.11e-05
Clstr087	Clstr129	2.095e-35
Clstr087	Clstr137	1.22e-46
Clstr087	Clstr168	2.7e-32
Clstr087	Clstr225	1.91e-31
Clstr087	Clstr347	7.87e-19
Clstr087	Clstr348	2.835e-44
Clstr087	Clstr389	1.3615e-05
Clstr087	Clstr466	9.655e-28
Clstr087	Clstr490	0.000137
Clstr087	Clstr501	1.2245e-23
Clstr087	Clstr506	3.77e-23
Clstr087	Clstr526	3.33e-46
Clstr087	Clstr561	2.99e-18
Clstr087	Clstr599	8.56e-49
Clstr087	Clstr601	5.805e-25
Clstr087	Clstr604	1.44e-42
Clstr087	Clstr623	1.0725e-28
Clstr087	Clstr625	1.45e-17
Clstr087	Clstr631	7.17e-05
Clstr087	Clstr649	0.000511
Clstr088	Clstr031	0.000421
Clstr088	Clstr124	9.12e-05
Clstr088	Clstr200	0.001
Clstr088	Clstr204	0.000106
Clstr088	Clstr208	9.94e-10
Clstr088	Clstr239	0.001
Clstr088	Clstr357	9.045e-05
Clstr088	Clstr366	9.385e-05
Clstr088	Clstr396	0.000818
Clstr088	Clstr448	1.305e-08
Clstr088	Clstr456	6e-04
Clstr088	Clstr491	0.000633
Clstr088	Clstr519	0.000854
Clstr088	Clstr530	0.000251
Clstr089	Clstr053	8.58e-12
Clstr089	Clstr093	3.14e-12
Clstr089	Clstr138	0.000313
Clstr089	Clstr231	1.695e-11
Clstr089	Clstr284	0.001
Clstr089	Clstr362	0.001
Clstr089	Clstr538	2.16e-09
Clstr090	Clstr018	2.51e-14
Clstr090	Clstr025	9.675e-09
Clstr090	Clstr035	5.785e-08
Clstr090	Clstr039	1.46e-07
Clstr090	Clstr054	5.84e-14
Clstr090	Clstr066	1.41e-07
Clstr090	Clstr074	2.37e-20
Clstr090	Clstr079	3.97e-14
Clstr090	Clstr083	0.000129
Clstr090	Clstr084	1.55e-07
Clstr090	Clstr091	3.755e-20
Clstr090	Clstr095	6.78e-19
Clstr090	Clstr127	2.86e-24
Clstr090	Clstr142	2.13e-17
Clstr090	Clstr182	7.795e-07
Clstr090	Clstr217	0.000589
Clstr090	Clstr221	2.355e-05
Clstr090	Clstr230	5.57e-05
Clstr090	Clstr279	0.001
Clstr090	Clstr300	2.285e-14
Clstr090	Clstr323	1.11e-16
Clstr090	Clstr367	3.66e-08
Clstr090	Clstr436	0.000118
Clstr090	Clstr449	0.000302
Clstr090	Clstr503	0.0006295
Clstr090	Clstr617	2.8e-18
Clstr091	Clstr018	2.88e-15
Clstr091	Clstr025	1.245e-11
Clstr091	Clstr035	1.71e-08
Clstr091	Clstr039	4.665e-07
Clstr091	Clstr054	1.05e-13
Clstr091	Clstr066	1.92e-10
Clstr091	Clstr074	5.61e-20
Clstr091	Clstr079	1.72e-22
Clstr091	Clstr083	0.000129
Clstr091	Clstr084	7.945e-07
Clstr091	Clstr090	4.65e-20
Clstr091	Clstr095	9.7e-16
Clstr091	Clstr127	1.22e-18
Clstr091	Clstr142	8.76e-21
Clstr091	Clstr182	4.695e-08
Clstr091	Clstr217	0.0002725
Clstr091	Clstr221	7.67e-05
Clstr091	Clstr230	0.000118
Clstr091	Clstr300	9.175e-12
Clstr091	Clstr323	3.91e-20
Clstr091	Clstr367	8.285e-09
Clstr091	Clstr436	0.000139
Clstr091	Clstr449	0.000222
Clstr091	Clstr477	0.001
Clstr091	Clstr617	9.255e-24
Clstr092	Clstr022	1.725e-20
Clstr093	Clstr053	5.95e-11
Clstr093	Clstr089	4.04e-12
Clstr093	Clstr138	0.000401
Clstr093	Clstr231	3.73e-11
Clstr093	Clstr284	0.000654
Clstr093	Clstr362	4.545e-05
Clstr093	Clstr538	2.52e-12
Clstr094	Clstr153	8.89e-06
Clstr094	Clstr157	0.000123
Clstr094	Clstr169	0.0007255
Clstr094	Clstr306	0.001
Clstr094	Clstr341	0.0004475
Clstr094	Clstr635	0.0005645
Clstr094	Clstr638	0.00011
Clstr094	Clstr646	0.000186
Clstr094	Clstr685	1.18e-05
Clstr094	Clstr686	4.12e-05
Clstr094	zhaovirus	0.000408
Clstr095	Clstr018	2.985e-18
Clstr095	Clstr025	6.3e-07
Clstr095	Clstr035	5.69e-09
Clstr095	Clstr039	3.64e-06
Clstr095	Clstr054	9.42e-19
Clstr095	Clstr066	4.36e-06
Clstr095	Clstr074	4.105e-16
Clstr095	Clstr079	9.4e-12
Clstr095	Clstr083	1.16e-05
Clstr095	Clstr084	1.51e-05
Clstr095	Clstr090	7.84e-19
Clstr095	Clstr091	7.845e-16
Clstr095	Clstr127	2.155e-23
Clstr095	Clstr142	3.89e-14
Clstr095	Clstr182	3.93e-06
Clstr095	Clstr217	5.64e-06
Clstr095	Clstr221	1.11e-06
Clstr095	Clstr230	7.2e-06
Clstr095	Clstr300	1.535e-09
Clstr095	Clstr323	1.175e-11
Clstr095	Clstr367	3.74e-06
Clstr095	Clstr436	9.23e-05
Clstr095	Clstr449	4.97e-05
Clstr095	Clstr503	0.0006175
Clstr095	Clstr617	7.37e-19
Clstr096	Clstr020	0.001
Clstr096	Clstr033	1e-05
Clstr096	Clstr140	6.45e-05
Clstr096	Clstr171	0.0004495
Clstr096	Clstr198	0.000407
Clstr096	Clstr245	0.001
Clstr096	Clstr272	1.28e-05
Clstr096	Clstr380	5.16e-07
Clstr096	Clstr571	0.000456
Clstr097	Clstr041	8.14e-08
Clstr097	Clstr048	8.75e-06
Clstr097	Clstr051	6.55e-07
Clstr097	Clstr075	4.835e-07
Clstr097	Clstr082	5.5e-05
Clstr097	Clstr159	0.000233
Clstr097	Clstr173	5.3e-07
Clstr097	Clstr179	2.44e-08
Clstr097	Clstr184	9.94e-07
Clstr097	Clstr188	4.27e-06
Clstr097	Clstr210	4.56e-06
Clstr097	Clstr219	1.01e-07
Clstr097	Clstr220	7.4e-09
Clstr097	Clstr250	0.000512
Clstr097	Clstr252	0.001
Clstr097	Clstr256	0.001
Clstr097	Clstr257	9.52e-05
Clstr097	Clstr263	5.245e-06
Clstr097	Clstr276	5.085e-07
Clstr097	Clstr286	0.000241
Clstr097	Clstr299	6.64e-08
Clstr097	Clstr302	7.37e-06
Clstr097	Clstr315	0.001
Clstr097	Clstr321	3.145e-07
Clstr097	Clstr338	2.88e-07
Clstr097	Clstr349	0.000836
Clstr097	Clstr406	3.595e-06
Clstr097	Clstr416	8.47e-05
Clstr097	Clstr424	1.1e-08
Clstr097	Clstr432	0.0003365
Clstr097	Clstr439	0.000448
Clstr097	Clstr442	2.4e-10
Clstr097	Clstr446	4.775e-05
Clstr097	Clstr457	2.02e-06
Clstr097	Clstr458	5.8e-06
Clstr097	Clstr464	2.23e-05
Clstr097	Clstr486	4.68e-08
Clstr097	Clstr500	1.44e-08
Clstr097	Clstr507	0.000487
Clstr097	Clstr513	6.89e-06
Clstr097	Clstr558	0.000227
Clstr097	Clstr593	8.05e-07
Clstr097	Clstr597	1.24e-06
Clstr097	Clstr608	0.0001245
Clstr097	Clstr611	2.64e-08
Clstr097	Clstr643	5.85e-05
Clstr097	Clstr650	2.51e-06
Clstr097	Clstr651	0.0002935
Clstr097	Clstr653	0.000277
Clstr097	Clstr658	7.575e-05
Clstr097	Clstr669	6.11e-06
Clstr097	Clstr681	0.001
Clstr097	Clstr694	1.63e-05
Clstr098	Clstr296	9.09e-12
Clstr099	Clstr006	0.0001005
Clstr099	Clstr451	4.92e-07
Clstr099	Clstr522	9.36e-05
Clstr100	Clstr001	2.77e-07
Clstr100	Clstr121	9.155e-07
Clstr100	Clstr143	7.34e-08
Clstr100	Clstr294	5.35e-06
Clstr100	Clstr353	1.47e-05
Clstr100	Clstr481	2.34e-05
Clstr101	Clstr032	2.66e-07
Clstr101	Clstr069	0.001
Clstr101	Clstr413	1.34e-05
Clstr101	Clstr462	1.12e-10
Clstr101	Clstr483	2.06e-07
Clstr101	Clstr683	3.43e-05
Clstr101	partiti-picobirna	3.19e-06
Clstr102	Clstr590	0.00017
Clstr103	Clstr045	3.015e-11
Clstr103	Clstr120	1.19e-08
Clstr103	Clstr146	2.2e-09
Clstr103	Clstr165	4.39e-10
Clstr103	Clstr196	2.305e-11
Clstr103	Clstr224	1.27e-05
Clstr103	Clstr241	9.05e-10
Clstr103	Clstr264	4.79e-10
Clstr103	Clstr341	1.715e-07
Clstr103	Clstr377	0.000629
Clstr103	Clstr444	0.000248
Clstr103	Clstr527	1.41e-11
Clstr103	Clstr633	3.025e-19
Clstr103	Clstr646	1.38e-10
Clstr104	Clstr256	0.000602
Clstr104	Clstr354	2.14e-08
Clstr105	Clstr116	1.64e-08
Clstr105	Clstr363	5.33e-20
Clstr105	Clstr397	4e-04
Clstr105	Clstr518	2.63e-18
Clstr105	Clstr561	0.000746
Clstr105	Clstr601	0.000722
Clstr105	Clstr616	0.000252
Clstr105	Clstr692	0.0009425
Clstr106	Clstr031	0.000185
Clstr106	Clstr124	0.000211
Clstr106	Clstr172	0.001
Clstr106	Clstr200	3.6e-05
Clstr106	Clstr216	0.000877
Clstr106	Clstr357	0.0003515
Clstr106	Clstr366	0.00021
Clstr106	Clstr448	5.18e-06
Clstr106	Clstr485	0.001
Clstr106	Clstr519	0.000657
Clstr106	Clstr581	0.000231
Clstr106	Clstr661	0.001
Clstr107	Clstr051	0.0003015
Clstr107	Clstr219	0.001
Clstr107	Clstr220	0.001
Clstr107	Clstr276	0.001
Clstr107	Clstr358	1.23e-05
Clstr107	Clstr424	6.22e-05
Clstr107	Clstr442	1.47e-05
Clstr107	Clstr457	0.0001715
Clstr107	Clstr486	0.000159
Clstr107	Clstr500	8e-04
Clstr107	Clstr574	0.001
Clstr107	Clstr611	0.000317
Clstr107	Clstr650	0.000408
Clstr107	Clstr667	0.001
Clstr107	Clstr669	0.000816
Clstr107	Clstr681	0.000699
Clstr107	tombus-noda	0.000126
Clstr108	Clstr008	2.44e-08
Clstr108	Clstr010	0.001
Clstr108	Clstr014	1.56e-05
Clstr108	Clstr019	3.93e-05
Clstr108	Clstr024	3.29e-05
Clstr108	Clstr029	9.48e-05
Clstr108	Clstr085	0.000465
Clstr108	Clstr086	6.61e-07
Clstr108	Clstr113	2.34e-06
Clstr108	Clstr122	4.69e-07
Clstr108	Clstr132	9.58e-05
Clstr108	Clstr265	0.000801
Clstr108	Clstr279	7.795e-20
Clstr108	Clstr330	1.76e-06
Clstr108	Clstr476	0.0004265
Clstr108	Clstr588	0.000703
Clstr108	Clstr670	1.07e-10
Clstr108	Clstr674	2.85e-06
Clstr109	Clstr071	4.54e-24
Clstr110	Clstr118	1.01e-12
Clstr110	Clstr163	1.35e-14
Clstr110	Clstr177	0.000584
Clstr110	Clstr246	5.135e-10
Clstr110	Clstr389	2.13e-05
Clstr110	Clstr471	2.01e-13
Clstr110	Clstr490	2.0805e-14
Clstr110	Clstr502	0.001
Clstr110	Clstr515	1.03e-13
Clstr110	Clstr561	0.000107
Clstr110	Clstr642	1.5e-08
Clstr111	Clstr053	0.000571
Clstr111	Clstr138	0.000334
Clstr111	Clstr231	1.74e-05
Clstr111	Clstr270	6.17e-06
Clstr111	Clstr538	4.875e-06
Clstr112	Clstr508	8.5e-05
Clstr113	Clstr008	2.43e-06
Clstr113	Clstr014	4.79e-10
Clstr113	Clstr019	5.56e-09
Clstr113	Clstr024	2.615e-08
Clstr113	Clstr029	5.99e-06
Clstr113	Clstr085	4.56e-05
Clstr113	Clstr086	1.82e-10
Clstr113	Clstr108	2.53e-06
Clstr113	Clstr122	6.17e-11
Clstr113	Clstr265	0.0008565
Clstr113	Clstr279	4.56e-07
Clstr113	Clstr330	0.000244
Clstr113	Clstr476	1.565e-07
Clstr113	Clstr588	0.000497
Clstr113	Clstr670	8.355e-07
Clstr113	Clstr674	0.000164
Clstr115	Clstr078	5.81e-05
Clstr115	Clstr197	3.17e-05
Clstr116	Clstr082	0.001
Clstr116	Clstr105	1.495e-08
Clstr116	Clstr299	0.001
Clstr116	Clstr363	9.87e-22
Clstr116	Clstr442	3.26e-07
Clstr116	Clstr518	1.137e-17
Clstr116	Clstr550	0.000787
Clstr116	Clstr558	0.0006525
Clstr116	Clstr611	0.000232
Clstr117	Clstr141	5.7e-07
Clstr117	Clstr218	1.225e-06
Clstr117	luteo-sobemo	0.000215
Clstr118	Clstr110	1.09e-12
Clstr118	Clstr163	3.48e-13
Clstr118	Clstr177	0.00057
Clstr118	Clstr246	5.95e-09
Clstr118	Clstr389	6.05e-05
Clstr118	Clstr471	8.65e-11
Clstr118	Clstr490	5.075e-14
Clstr118	Clstr502	0.000226
Clstr118	Clstr515	7.58e-14
Clstr118	Clstr557	0.000308
Clstr118	Clstr561	0.000199
Clstr118	Clstr601	0.00025
Clstr118	Clstr642	3.43e-07
Clstr119	Clstr036	7.88e-07
Clstr119	Clstr042	2.23e-10
Clstr120	Clstr045	2.025e-16
Clstr120	Clstr047	0.000297
Clstr120	Clstr077	2e-04
Clstr120	Clstr103	9.99e-09
Clstr120	Clstr146	3.5e-14
Clstr120	Clstr153	0.0005065
Clstr120	Clstr165	7.36e-16
Clstr120	Clstr169	7.655e-05
Clstr120	Clstr196	4.71e-18
Clstr120	Clstr224	7.775e-09
Clstr120	Clstr241	3.91e-15
Clstr120	Clstr264	2.75e-15
Clstr120	Clstr306	0.000607
Clstr120	Clstr341	1.77e-12
Clstr120	Clstr375	0.000147
Clstr120	Clstr377	0.000126
Clstr120	Clstr384	0.001
Clstr120	Clstr527	5.82e-19
Clstr120	Clstr633	1.97e-06
Clstr120	Clstr635	0.001
Clstr120	Clstr646	9.31e-16
Clstr120	Clstr686	0.0008245
Clstr121	Clstr001	7.74e-13
Clstr121	Clstr100	4.73e-07
Clstr121	Clstr143	5.78e-07
Clstr121	Clstr294	8.96e-07
Clstr121	Clstr353	0.000284
Clstr121	Clstr539	0.000666
Clstr121	Clstr685	0.000716
Clstr122	Clstr008	1.52e-06
Clstr122	Clstr010	0.001
Clstr122	Clstr014	2.03e-13
Clstr122	Clstr019	1.01e-14
Clstr122	Clstr024	4.6e-11
Clstr122	Clstr029	1.79e-06
Clstr122	Clstr085	1.45e-05
Clstr122	Clstr086	2.71e-15
Clstr122	Clstr108	6.52e-07
Clstr122	Clstr113	6.43e-11
Clstr122	Clstr265	0.0002935
Clstr122	Clstr279	1.1e-07
Clstr122	Clstr330	0.000787
Clstr122	Clstr476	1.105e-08
Clstr122	Clstr588	0.0003075
Clstr122	Clstr670	6.72e-07
Clstr122	Clstr674	0.000457
Clstr123	Clstr058	5.2e-10
Clstr123	Clstr269	8.78e-10
Clstr123	Clstr297	1.1e-10
Clstr124	Clstr031	1.555e-10
Clstr124	Clstr088	8.68e-05
Clstr124	Clstr106	0.000187
Clstr124	Clstr154	0.000449
Clstr124	Clstr172	1.26e-07
Clstr124	Clstr200	1.435e-11
Clstr124	Clstr204	1.17e-07
Clstr124	Clstr205	0.000223
Clstr124	Clstr208	0.000342
Clstr124	Clstr216	4.95e-12
Clstr124	Clstr239	5.72e-07
Clstr124	Clstr266	0.001
Clstr124	Clstr288	1.65e-06
Clstr124	Clstr357	2.265e-13
Clstr124	Clstr366	6.44e-09
Clstr124	Clstr369	1.23e-05
Clstr124	Clstr396	2.895e-10
Clstr124	Clstr397	0.000245
Clstr124	Clstr441	2.31e-05
Clstr124	Clstr448	1.945e-13
Clstr124	Clstr455	0.000165
Clstr124	Clstr456	1.47e-07
Clstr124	Clstr470	0.000772
Clstr124	Clstr485	7.66e-06
Clstr124	Clstr519	1.64e-11
Clstr124	Clstr530	2.17e-08
Clstr124	Clstr545	0.001
Clstr124	Clstr547	0.000615
Clstr124	Clstr551	0.000535
Clstr124	Clstr566	3.78e-07
Clstr124	Clstr581	8.08e-06
Clstr124	Clstr607	6.92e-05
Clstr124	Clstr612	0.000163
Clstr124	Clstr629	1.2e-06
Clstr124	Clstr645	3.95e-08
Clstr124	Clstr661	6.86e-08
Clstr124	Clstr665	1.12e-07
Clstr124	Clstr673	0.0002655
Clstr124	Clstr695	7.39e-05
Clstr124	Clstr696	6.61e-06
Clstr126	Clstr325	2.885e-08
Clstr126	Clstr343	0.001
Clstr126	Clstr376	1.21e-06
Clstr126	Clstr378	1.53e-06
Clstr126	Clstr398	1.285e-08
Clstr126	Clstr420	1.13e-08
Clstr127	Clstr018	1.72e-17
Clstr127	Clstr025	1.72e-07
Clstr127	Clstr035	7.9e-09
Clstr127	Clstr039	6.14e-07
Clstr127	Clstr054	4.2e-18
Clstr127	Clstr066	1.295e-06
Clstr127	Clstr074	3.87e-19
Clstr127	Clstr079	9.825e-13
Clstr127	Clstr083	1.35e-05
Clstr127	Clstr084	5.55e-06
Clstr127	Clstr090	3.545e-24
Clstr127	Clstr091	1.07e-18
Clstr127	Clstr095	2.16e-23
Clstr127	Clstr142	8.39e-17
Clstr127	Clstr182	1.04e-06
Clstr127	Clstr217	2.745e-05
Clstr127	Clstr221	2.9e-06
Clstr127	Clstr230	2.34e-06
Clstr127	Clstr300	3.52e-11
Clstr127	Clstr323	4.94e-14
Clstr127	Clstr367	2.96e-07
Clstr127	Clstr436	2.16e-05
Clstr127	Clstr449	3.02e-05
Clstr127	Clstr503	0.00023
Clstr127	Clstr617	5.36e-19
Clstr128	Clstr050	0.001
Clstr128	Clstr211	9.805e-14
Clstr128	Clstr370	7.305e-19
Clstr128	Clstr495	0.000597
Clstr129	Clstr087	1.29e-35
Clstr129	Clstr137	7.15e-36
Clstr129	Clstr168	1.03e-35
Clstr129	Clstr225	2.53e-27
Clstr129	Clstr347	3.15e-15
Clstr129	Clstr348	5.14e-35
Clstr129	Clstr389	1.4735e-05
Clstr129	Clstr466	5.01e-23
Clstr129	Clstr501	2.09e-19
Clstr129	Clstr506	6.57e-21
Clstr129	Clstr526	1.65e-31
Clstr129	Clstr561	4.04e-15
Clstr129	Clstr599	7.98e-36
Clstr129	Clstr601	2.2e-19
Clstr129	Clstr604	5.6e-31
Clstr129	Clstr623	3.48e-22
Clstr129	Clstr625	2.49e-11
Clstr130	Clstr304	0.001
Clstr130	Clstr372	0.001
Clstr130	Clstr505	1.82e-14
Clstr131	Clstr080	0.001
Clstr132	Clstr108	0.000123
Clstr133	Clstr373	0.00011085
Clstr134	Clstr049	1.15e-05
Clstr134	Clstr189	0.00065
Clstr134	Clstr212	8.95e-14
Clstr134	Clstr260	0.000317
Clstr134	Clstr301	0.001
Clstr134	Clstr447	0.001
Clstr135	Clstr173	0.000226
Clstr135	Clstr210	6.61e-14
Clstr135	Clstr263	0.000107
Clstr135	Clstr276	0.000194
Clstr135	Clstr299	0.000165
Clstr135	Clstr349	0.000108
Clstr135	Clstr416	2.11e-05
Clstr135	Clstr424	0.000434
Clstr135	Clstr432	0.00076
Clstr135	Clstr442	6.85e-06
Clstr135	Clstr541	0.001
Clstr135	Clstr557	0.0002055
Clstr135	Clstr593	4.85e-05
Clstr135	Clstr611	0.000844
Clstr135	Clstr650	0.001
Clstr135	Clstr653	0.000271
Clstr135	Clstr658	3.23e-05
Clstr135	yanvirus	0.0005025
Clstr136	Clstr021	4.16e-05
Clstr136	Clstr292	2.71e-05
Clstr136	Clstr417	8.475e-05
Clstr136	Clstr423	9.29e-12
Clstr136	Clstr609	0.0001945
Clstr137	Clstr087	9.355e-47
Clstr137	Clstr129	7.885e-36
Clstr137	Clstr168	1.99e-33
Clstr137	Clstr225	2.72e-30
Clstr137	Clstr347	4.89e-20
Clstr137	Clstr348	9.635e-45
Clstr137	Clstr389	4.344e-07
Clstr137	Clstr466	2.465e-30
Clstr137	Clstr501	8.65e-25
Clstr137	Clstr506	6.45e-25
Clstr137	Clstr526	7.742e-41
Clstr137	Clstr561	3.65e-17
Clstr137	Clstr599	2.23e-47
Clstr137	Clstr601	1.41e-25
Clstr137	Clstr604	9.15e-43
Clstr137	Clstr623	7.86e-31
Clstr137	Clstr625	5.91e-18
Clstr137	Clstr649	0.000129
Clstr138	Clstr053	9.74e-07
Clstr138	Clstr089	0.000324
Clstr138	Clstr093	0.000373
Clstr138	Clstr111	0.000421
Clstr138	Clstr231	2.43e-05
Clstr138	Clstr270	0.000122
Clstr138	Clstr284	0.001
Clstr138	Clstr362	5.66e-05
Clstr138	Clstr538	3.485e-06
Clstr139	Clstr357	0.001
Clstr139	Clstr441	6.425e-05
Clstr139	Clstr448	0.000621
Clstr139	Clstr481	0.000112
Clstr139	Clstr551	0.001
Clstr139	Clstr581	5.01e-05
Clstr139	Clstr612	0.0007525
Clstr139	Clstr673	4.05e-05
Clstr140	Clstr002	7.12e-07
Clstr140	Clstr003	6.3e-06
Clstr140	Clstr020	6.375e-07
Clstr140	Clstr033	1.44e-08
Clstr140	Clstr096	8.455e-05
Clstr140	Clstr171	7.745e-10
Clstr140	Clstr198	3.445e-10
Clstr140	Clstr226	0.001
Clstr140	Clstr245	1.075e-06
Clstr140	Clstr272	0.000118
Clstr140	Clstr380	5.04e-09
Clstr140	Clstr570	4.88e-09
Clstr140	Clstr571	1.67e-08
Clstr140	Clstr618	0.000198
Clstr141	Clstr117	9.37e-07
Clstr141	Clstr218	3.455e-18
Clstr141	luteo-sobemo	0.001
Clstr142	Clstr018	1.46e-11
Clstr142	Clstr025	1.52e-12
Clstr142	Clstr035	8.36e-09
Clstr142	Clstr039	1.4e-07
Clstr142	Clstr054	2.39e-10
Clstr142	Clstr066	4.07e-10
Clstr142	Clstr074	2.41e-16
Clstr142	Clstr079	2.74e-16
Clstr142	Clstr083	3.17e-06
Clstr142	Clstr084	2.695e-09
Clstr142	Clstr090	3.22e-17
Clstr142	Clstr091	7.995e-21
Clstr142	Clstr095	3.95e-14
Clstr142	Clstr127	9.43e-17
Clstr142	Clstr182	9.8e-09
Clstr142	Clstr217	2.73e-05
Clstr142	Clstr221	3.15e-05
Clstr142	Clstr230	6.165e-07
Clstr142	Clstr300	2.02e-11
Clstr142	Clstr323	5.55e-15
Clstr142	Clstr367	3.975e-10
Clstr142	Clstr436	2.645e-05
Clstr142	Clstr449	0.000106
Clstr142	Clstr503	0.00044
Clstr142	Clstr617	1.95e-17
Clstr143	Clstr001	2.09e-08
Clstr143	Clstr100	4.13e-08
Clstr143	Clstr121	7.965e-07
Clstr143	Clstr294	2.515e-16
Clstr143	Clstr509	1.11e-05
Clstr143	Clstr600	0.000205
Clstr144	Clstr038	0.000209
Clstr144	Clstr173	0.000233
Clstr144	Clstr428	4.03e-05
Clstr145	Clstr585	0.000605
Clstr146	Clstr045	2.245e-19
Clstr146	Clstr047	1.69e-07
Clstr146	Clstr077	2.955e-08
Clstr146	Clstr103	2.38e-09
Clstr146	Clstr120	4.39e-14
Clstr146	Clstr153	7.52e-06
Clstr146	Clstr165	3.12e-24
